,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,carAge,price_per_kilometer
2815,Hyundai EON Magna Plus,2014,215000,50000,Petrol,Individual,Manual,First Owner,21,814,55,5,11,4.3
2816,Maruti Swift VXI,2018,560000,25000,Petrol,Individual,Manual,First Owner,22,1197,81,5,7,22.4
2817,Maruti Celerio VXI AT,2017,400000,30000,Petrol,Individual,Automatic,Second Owner,23,998,67,5,8,13.333333333333334
2818,Hyundai Santro GLS I - Euro I,1999,60000,140000,Petrol,Individual,Manual,Third Owner,19,1430,87,5,26,0.42857142857142855
2819,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,725000,45000,Diesel,Individual,Manual,First Owner,23,1498,98,5,8,16.11111111111111
2820,Honda Brio 1.2 VX MT,2014,325000,52442,Petrol,Trustmark Dealer,Manual,Second Owner,18,1198,86,5,11,6.197322756569162
2821,Hyundai i10 Magna,2013,229999,39000,Petrol,Dealer,Manual,First Owner,20,1197,78,5,12,5.897410256410256
2822,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2007,400000,42000,Petrol,Dealer,Automatic,First Owner,11,1796,186,5,18,9.523809523809524
2823,Volkswagen Polo 1.2 MPI Highline,2015,449000,34156,Petrol,Dealer,Manual,First Owner,16,1198,74,5,10,13.145567396650662
2824,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,455000,34152,Petrol,Dealer,Manual,First Owner,18,1197,81,5,8,13.322792223003045
2825,Audi A4 35 TDI Premium Plus,2015,1750000,37000,Diesel,Dealer,Automatic,First Owner,18,1968,187,5,10,47.2972972972973
2826,Toyota Innova Crysta 2.8 GX AT BSIV,2017,1390000,98000,Diesel,Dealer,Automatic,First Owner,11,2755,171,7,8,14.183673469387756
2827,Hyundai Creta 1.6 SX Option,2019,1150000,31000,Petrol,Dealer,Manual,First Owner,15,1591,121,5,6,37.096774193548384
2828,Hyundai i20 1.2 Magna Executive,2018,650000,62841,Petrol,Trustmark Dealer,Manual,First Owner,18,1197,81,5,7,10.343565506596013
2829,Hyundai Creta 1.6 CRDi SX,2016,950000,38600,Diesel,Dealer,Manual,First Owner,19,1582,126,5,9,24.61139896373057
2830,Maruti Swift Dzire AMT ZDI Plus,2018,698000,27654,Diesel,Dealer,Automatic,First Owner,28,1248,74,5,7,25.24047154118753
2831,Hyundai Creta 1.6 CRDi SX,2017,975000,48698,Diesel,Dealer,Manual,First Owner,19,1582,126,5,8,20.0213561131874
2832,Maruti Wagon R VXI AMT 1.2,2018,445000,32995,Petrol,Dealer,Automatic,First Owner,20,1197,81,5,7,13.486891953326262
2833,Tata Zest Quadrajet 1.3 75PS XM,2018,539000,60000,Diesel,Individual,Manual,First Owner,22,1248,74,5,7,8.983333333333333
2834,Maruti Swift Vdi BSIII,2010,350000,110000,Diesel,Individual,Manual,Fourth & Above Owner,17,1248,75,5,15,3.1818181818181817
2835,Mahindra Scorpio VLX 2WD AIRBAG BSIII,2011,550000,260000,Diesel,Individual,Manual,Fourth & Above Owner,12,2179,120,8,14,2.1153846153846154
2836,Renault Duster 85PS Diesel RxE,2015,550000,130000,Diesel,Individual,Manual,Second Owner,20,1461,83,5,10,4.230769230769231
2837,Volkswagen Polo Diesel Highline 1.2L,2011,330000,120000,Diesel,Individual,Manual,First Owner,22,1199,73,5,14,2.75
2838,Hyundai EON Era Plus,2014,220000,80000,Petrol,Individual,Manual,Third Owner,21,814,55,5,11,2.75
2839,Maruti Ritz ZXi,2013,415000,60000,Petrol,Individual,Manual,Second Owner,18,1197,85,5,12,6.916666666666667
2840,Maruti Alto LX BSIII,2007,150000,75000,Petrol,Individual,Manual,First Owner,19,796,46,5,18,2.0
2841,Hyundai Getz GLS,2005,150000,89000,Petrol,Individual,Manual,Second Owner,15,1341,83,5,20,1.6853932584269662
2842,Hyundai Verna CRDi ABS,2007,240000,110000,Diesel,Individual,Manual,First Owner,18,1493,110,5,18,2.1818181818181817
2843,Maruti Alto LX BSIII,2009,170000,90000,Petrol,Individual,Manual,Second Owner,19,796,46,5,16,1.8888888888888888
2844,Maruti Ciaz ZDi Plus SHVS,2015,550000,40000,Diesel,Individual,Manual,Third Owner,28,1248,88,5,10,13.75
2845,Nissan Micra Fashion Edition XL CVT,2017,500000,26000,Petrol,Individual,Automatic,First Owner,19,1198,76,5,8,19.23076923076923
2846,Mahindra Xylo D2,2011,180000,120000,Diesel,Individual,Manual,Second Owner,13,2489,95,8,14,1.5
2847,Mahindra KUV 100 mFALCON G80 K4,2017,360000,29000,Petrol,Individual,Manual,First Owner,18,1198,82,6,8,12.413793103448276
2848,Maruti Swift Dzire VXI,2014,400000,120000,Petrol,Individual,Manual,First Owner,19,1197,85,5,11,3.3333333333333335
2849,Hyundai Accent GLE,2009,120000,70000,Petrol,Individual,Manual,Second Owner,13,1495,94,5,16,1.7142857142857142
2850,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,765000,100000,Diesel,Individual,Manual,Second Owner,24,1248,88,5,9,7.65
2851,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,919999,90150,Diesel,Individual,Manual,First Owner,24,1248,88,5,9,10.20520244037715
2852,Toyota Platinum Etios 1.4 GXD,2018,730000,90000,Diesel,Individual,Manual,First Owner,23,1364,67,5,7,8.11111111111111
2853,Tata Zest Quadrajet 1.3 75PS XM,2016,320000,120000,Diesel,Individual,Manual,First Owner,22,1248,74,5,9,2.6666666666666665
2854,Honda Amaze S i-Dtech,2015,455000,90000,Diesel,Individual,Manual,Second Owner,25,1498,98,5,10,5.055555555555555
2855,Datsun GO T Option BSIV,2015,350000,50000,Petrol,Individual,Manual,First Owner,20,1198,67,5,10,7.0
2856,Mahindra TUV 300 T8,2016,509999,110000,Diesel,Individual,Manual,First Owner,18,1493,100,7,9,4.636354545454545
2857,Tata Indigo LS,2011,175000,85700,Diesel,Individual,Manual,Second Owner,17,1405,70,5,14,2.042007001166861
2858,Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,2013,325000,178000,Diesel,Individual,Manual,First Owner,15,2523,63,9,12,1.8258426966292134
2859,Tata Indigo CS GLS BSIII,2011,120000,70000,Petrol,Individual,Manual,Second Owner,15,1193,65,5,14,1.7142857142857142
2860,Hyundai i10 Sportz,2014,300000,30000,Petrol,Individual,Manual,Second Owner,20,1197,78,5,11,10.0
2861,Honda City i DTEC E,2015,500000,100000,Diesel,Individual,Manual,First Owner,26,1498,98,5,10,5.0
2862,Maruti Baleno Delta 1.2,2016,562000,25339,Petrol,Individual,Manual,First Owner,21,1197,83,5,9,22.17924937842851
2863,Hyundai EON Magna Plus,2014,250000,10000,Petrol,Individual,Manual,First Owner,21,814,55,5,11,25.0
2864,Tata Zest Quadrajet 1.3 XT,2017,484999,35000,Diesel,Individual,Manual,First Owner,20,1248,88,5,8,13.857114285714285
2865,Hyundai i10 Sportz,2013,280000,35000,Petrol,Individual,Manual,Second Owner,20,1197,78,5,12,8.0
2866,Maruti Ertiga VDI,2015,571000,68000,Diesel,Individual,Manual,Second Owner,20,1248,88,7,10,8.397058823529411
2867,Maruti Swift VXI,2013,400000,40000,Petrol,Individual,Manual,First Owner,18,1197,85,5,12,10.0
2868,Tata Indigo CS LS (TDI) BS-III,2015,295000,120000,Diesel,Individual,Manual,Second Owner,19,1405,69,5,10,2.4583333333333335
2869,Mahindra Bolero LX,2006,210000,120000,Diesel,Individual,Manual,First Owner,19,1430,87,5,19,1.75
2870,Ford Figo Petrol EXI,2011,250000,25000,Petrol,Individual,Manual,First Owner,15,1196,70,5,14,10.0
2871,Mahindra Bolero 2011-2019 SLE,2015,610000,40000,Diesel,Individual,Manual,Second Owner,15,2523,62,7,10,15.25
2872,Tata Indica Vista Quadrajet VX,2012,175000,60000,Diesel,Individual,Manual,First Owner,22,1248,74,5,13,2.9166666666666665
2873,Ford Figo Diesel Titanium,2011,204999,70000,Diesel,Individual,Manual,Second Owner,20,1399,68,5,14,2.9285571428571426
2874,Mahindra XUV500 W8 2WD,2013,750000,80000,Diesel,Individual,Manual,Second Owner,15,2179,140,7,12,9.375
2875,Maruti Swift Dzire VDI Optional,2017,589000,41232,Diesel,Dealer,Manual,First Owner,26,1248,74,5,8,14.285021342646488
2876,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,310000,200000,Diesel,Individual,Manual,Second Owner,12,2494,102,8,20,1.55
2877,Tata Sumo EX,2016,445000,63000,Diesel,Dealer,Manual,First Owner,15,2956,83,9,9,7.063492063492063
2878,Mahindra Bolero B4,2015,445000,62000,Diesel,Dealer,Manual,First Owner,21,1498,74,7,10,7.17741935483871
2879,Tata New Safari 3L Dicor LX 4x2,2012,450000,68240,Diesel,Dealer,Manual,First Owner,13,2956,138,7,13,6.594372801875733
2880,Mahindra Scorpio 1.99 S10 4WD,2008,450000,78000,Diesel,Dealer,Manual,First Owner,15,1997,120,7,17,5.769230769230769
2881,Maruti Swift VDI BSIV,2017,525000,38000,Diesel,Dealer,Manual,Second Owner,19,1430,87,5,8,13.81578947368421
2882,Maruti Wagon R VXI,2010,200000,35000,Petrol,Dealer,Manual,First Owner,18,998,67,5,15,5.714285714285714
2883,Maruti Swift Dzire LXI,2018,611000,9000,Petrol,Dealer,Manual,First Owner,19,1197,85,5,7,67.88888888888889
2884,Hyundai Creta 1.6 CRDi Anniversary Edition,2016,819999,39000,Diesel,Dealer,Manual,First Owner,19,1582,126,5,9,21.025615384615385
2885,Hyundai Creta 1.4 CRDi S,2016,825000,39000,Diesel,Dealer,Manual,First Owner,21,1396,88,5,9,21.153846153846153
2886,Ford Ecosport 1.5 Diesel Titanium,2015,599000,92651,Diesel,Dealer,Manual,First Owner,21,1498,98,5,10,6.4651218011678235
2887,Maruti Swift LXi BSIV,2018,490000,28000,Petrol,Dealer,Manual,First Owner,16,1197,85,5,7,17.5
2888,Tata Zest Revotron 1.2 XT,2020,500000,40000,Petrol,Individual,Manual,First Owner,17,1193,88,5,5,12.5
2889,Mahindra XUV500 W10 2WD,2017,1100000,88754,Diesel,Dealer,Manual,First Owner,16,2179,140,7,8,12.39380760303761
2890,Ford Aspire Titanium BSIV,2019,675000,7000,Petrol,Individual,Manual,First Owner,19,1194,94,5,6,96.42857142857143
2891,Mahindra XUV500 W9 2WD,2018,1350000,40000,Diesel,Individual,Manual,First Owner,16,2179,138,7,7,33.75
2892,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,570000,20000,Petrol,Individual,Manual,First Owner,18,1197,81,5,7,28.5
2893,Hyundai Grand i10 1.2 CRDi Asta,2017,455000,50000,Diesel,Individual,Manual,First Owner,24,1186,73,5,8,9.1
2894,Hyundai EON Era Plus,2013,165000,45000,Petrol,Individual,Manual,Second Owner,21,814,55,5,12,3.6666666666666665
2895,Honda City i VTEC VX Option BL,2016,925000,22000,Petrol,Individual,Manual,First Owner,17,1497,117,5,9,42.04545454545455
2896,Tata Indigo CS eLX BS IV,2014,215000,100000,Diesel,Individual,Manual,Second Owner,25,1396,69,5,11,2.15
2897,Maruti Swift VXI Optional,2016,470000,23700,Petrol,Individual,Manual,First Owner,20,1197,81,5,9,19.831223628691983
2898,Maruti Swift VXI Deca,2016,470000,23700,Petrol,Individual,Manual,First Owner,20,1197,81,5,9,19.831223628691983
2899,Maruti Ciaz ZDi Plus SHVS,2017,650000,60000,Diesel,Individual,Manual,First Owner,28,1248,88,5,8,10.833333333333334
2900,Renault Captur 1.5 Diesel RXT,2017,900000,50000,Diesel,Individual,Manual,First Owner,20,1461,108,5,8,18.0
2901,Ford Fiesta 1.6 SXI ABS Duratec,2011,325000,53287,Petrol,Dealer,Manual,First Owner,19,1430,87,5,14,6.099048548426445
2902,Ford Fiesta Classic 1.4 SXI Duratorq,2009,190000,100000,Diesel,Individual,Manual,Second Owner,17,1399,67,5,16,1.9
2903,Hyundai i20 Active 1.4 SX with AVN,2017,715000,60000,Diesel,Individual,Manual,First Owner,21,1396,88,5,8,11.916666666666666
2904,Tata Indigo CS eVX,2013,227999,60000,Diesel,Individual,Manual,Second Owner,25,1396,69,5,12,3.7999833333333335
2905,Chevrolet Beat Diesel LT,2015,200000,40000,Diesel,Individual,Manual,First Owner,25,936,56,5,10,5.0
2906,Maruti Wagon R LXI CNG,2017,400000,110000,CNG,Individual,Manual,First Owner,26,998,58,5,8,3.6363636363636362
2907,Maruti Ertiga SHVS VDI,2016,725000,110000,Diesel,Individual,Manual,First Owner,24,1248,88,7,9,6.590909090909091
2908,Ford Figo Diesel Titanium,2014,300000,80000,Diesel,Individual,Manual,First Owner,20,1399,68,5,11,3.75
2909,Toyota Innova 2.5 GX (Diesel) 8 Seater,2016,1151000,69500,Diesel,Individual,Manual,Second Owner,12,2494,100,8,9,16.56115107913669
2910,Datsun GO T BSIV,2014,225000,33000,Petrol,Individual,Manual,First Owner,20,1198,67,5,11,6.818181818181818
2911,Hyundai i10 Magna 1.1L,2016,380000,80000,Petrol,Individual,Manual,First Owner,19,1086,68,5,9,4.75
2912,Hyundai Elite i20 Magna Plus BSIV,2019,630000,5000,Petrol,Individual,Manual,First Owner,18,1197,81,5,6,126.0
2913,Hyundai i10 Magna 1.2 iTech SE,2014,351000,25000,Petrol,Individual,Manual,First Owner,20,1197,78,5,11,14.04
2914,Skoda Fabia 1.2 TDI Active Plus,2012,199000,50000,Diesel,Individual,Manual,Second Owner,20,1199,75,5,13,3.98
2915,Tata Hexa XE,2017,850000,50000,Diesel,Individual,Manual,First Owner,17,2179,147,7,8,17.0
2916,Tata Indica Vista Terra Quadrajet 1.3L,2010,105000,120000,Diesel,Individual,Manual,Second Owner,18,1248,75,5,15,0.875
2917,Tata Manza Aura (ABS) Quadrajet,2010,300000,120000,Diesel,Individual,Manual,Third Owner,18,1248,90,5,15,2.5
2918,Toyota Innova 2.5 GX (Diesel) 7 Seater,2016,950000,80000,Diesel,Individual,Manual,First Owner,12,2494,100,7,9,11.875
2919,Mahindra TUV 300 T8,2015,430000,110000,Diesel,Individual,Manual,Second Owner,18,1493,100,7,10,3.909090909090909
2920,Ford Endeavour 3.2 Titanium AT 4X4,2016,2100000,80000,Diesel,Individual,Automatic,First Owner,10,3198,197,7,9,26.25
2921,Hyundai Grand i10 1.2 CRDi Sportz,2018,540000,30000,Diesel,Individual,Manual,First Owner,24,1186,73,5,7,18.0
2922,Hyundai Santro Xing GL LPG,2012,175000,60000,LPG,Individual,Manual,Second Owner,17,1086,63,5,13,2.9166666666666665
2923,Hyundai Creta 1.6 CRDi AT SX Plus,2018,1150000,44000,Diesel,Individual,Automatic,First Owner,17,1582,126,5,7,26.136363636363637
2924,Maruti Alto 800 LXI,2020,350000,5000,Petrol,Individual,Manual,First Owner,22,796,47,5,5,70.0
2925,Hyundai Elite i20 Petrol Asta Option,2019,690000,18000,Petrol,Individual,Manual,First Owner,18,1197,81,5,6,38.333333333333336
2926,Hyundai i20 Asta 1.4 CRDi,2015,535000,80000,Diesel,Individual,Manual,First Owner,22,1396,88,5,10,6.6875
2927,Maruti Vitara Brezza ZDi Plus,2016,730000,100000,Diesel,Individual,Manual,First Owner,24,1248,88,5,9,7.3
2928,Hyundai EON Era Plus,2016,280000,19000,Petrol,Individual,Manual,First Owner,21,814,55,5,9,14.736842105263158
2929,Maruti Swift AMT ZXI,2019,650000,33000,Petrol,Individual,Automatic,First Owner,21,1197,81,5,6,19.696969696969695
2930,Toyota Innova 2.5 GX 7 STR,2012,520000,162000,Diesel,Individual,Manual,Fourth & Above Owner,12,2494,102,7,13,3.2098765432098766
2931,Hyundai Xcent 1.2 VTVT E,2020,360000,65000,Petrol,Individual,Manual,Second Owner,20,1197,81,5,5,5.538461538461538
2932,Maruti Swift Dzire Vdi BSIV,2011,250000,170000,Diesel,Individual,Manual,First Owner,19,1248,73,5,14,1.4705882352941178
2933,Volkswagen Ameo 1.5 TDI Trendline,2017,575000,40000,Diesel,Individual,Manual,First Owner,21,1498,108,5,8,14.375
2934,Tata Indigo CS LS (TDI) BS III,2012,170000,120000,Diesel,Individual,Manual,Third Owner,19,1396,69,5,13,1.4166666666666667
2935,Maruti Vitara Brezza LDi Option,2017,711000,53000,Diesel,Individual,Manual,First Owner,24,1248,88,5,8,13.415094339622641
2936,Maruti Wagon R VXI BSIII,2013,250000,90000,Petrol,Individual,Manual,First Owner,18,998,67,5,12,2.7777777777777777
2937,Maruti Swift Dzire VDI Optional,2017,675000,35000,Diesel,Individual,Manual,First Owner,26,1248,74,5,8,19.285714285714285
2938,Maruti Wagon R VXI BS IV,2016,325000,50000,Petrol,Individual,Manual,First Owner,20,998,67,5,9,6.5
2939,Maruti Alto 800 LXI,2016,250000,20000,Petrol,Individual,Manual,First Owner,22,796,47,5,9,12.5
2940,Maruti Swift AMT ZDI,2019,740000,38000,Diesel,Individual,Automatic,First Owner,28,1248,74,5,6,19.473684210526315
2941,Honda CR-V 2.4L 4WD AT AVN,2017,1750000,73000,Petrol,Dealer,Automatic,First Owner,12,2354,187,5,8,23.972602739726028
2942,Maruti Ciaz 1.3 Alpha,2017,800000,28050,Diesel,Dealer,Manual,First Owner,28,1248,88,5,8,28.520499108734402
2943,Honda CR-V 2.4L 4WD AT AVN,2017,1825000,58000,Petrol,Dealer,Automatic,First Owner,12,2354,187,5,8,31.46551724137931
2944,Tata Hexa XTA,2017,1295000,58000,Diesel,Dealer,Automatic,First Owner,17,2179,153,7,8,22.32758620689655
2945,Renault Duster 85PS Diesel RxZ,2014,425000,69000,Diesel,Dealer,Manual,First Owner,19,1461,83,5,11,6.159420289855072
2946,Mercedes-Benz GL-Class 350 CDI Luxury,2016,4090000,70000,Diesel,Dealer,Automatic,First Owner,12,2987,224,7,9,58.42857142857143
2947,Hyundai Creta 1.6 SX Automatic Diesel,2015,910000,40000,Diesel,Dealer,Automatic,First Owner,17,1582,126,5,10,22.75
2948,Mahindra Bolero 2011-2019 SLX,2011,325000,142000,Diesel,Individual,Manual,First Owner,15,2523,62,7,14,2.288732394366197
2949,Maruti Swift VXI Deca,2016,500000,22947,Petrol,Individual,Manual,First Owner,20,1197,81,5,9,21.789340654551793
2950,Hyundai i10 Sportz,2013,300000,30000,Petrol,Individual,Manual,Second Owner,20,1197,78,5,12,10.0
2951,Hyundai EON D Lite Plus,2016,270000,7672,Petrol,Individual,Manual,First Owner,21,814,55,5,9,35.19290928050052
2952,Maruti Alto LXi,2010,160000,36659,Petrol,Individual,Manual,First Owner,19,796,46,5,15,4.3645489511443305
2953,Maruti Omni E MPI STD BS IV,2016,210000,60000,Petrol,Individual,Manual,First Owner,16,796,34,8,9,3.5
2954,Mahindra XUV500 W4,2014,850000,120000,Diesel,Individual,Manual,First Owner,15,2179,140,7,11,7.083333333333333
2955,Mahindra XUV500 W4,2014,880000,120000,Diesel,Individual,Manual,First Owner,15,2179,140,7,11,7.333333333333333
2956,Maruti Zen Estilo Sports,2010,150000,39000,Petrol,Individual,Manual,First Owner,16,1061,64,5,15,3.8461538461538463
2957,Mahindra TUV 300 T8 AMT,2015,775000,45000,Diesel,Individual,Automatic,First Owner,18,1493,100,7,10,17.22222222222222
2958,Maruti Alto LXi,2009,160000,70000,Petrol,Individual,Manual,Third Owner,19,796,46,5,16,2.2857142857142856
2959,Ford Figo Diesel EXI,2012,220000,100000,Diesel,Individual,Manual,Second Owner,20,1399,68,5,13,2.2
2960,Hyundai i20 1.4 Asta Option,2017,670000,48000,Diesel,Individual,Manual,First Owner,22,1396,88,5,8,13.958333333333334
2961,Hyundai i20 1.4 Sportz,2018,780000,35000,Diesel,Individual,Manual,First Owner,22,1396,88,5,7,22.285714285714285
2962,Maruti Baleno Sigma 1.2,2017,515000,23000,Petrol,Individual,Manual,First Owner,21,1197,83,5,8,22.391304347826086
2963,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,14000,Diesel,Individual,Manual,First Owner,22,1396,88,5,8,57.142857142857146
2964,Mahindra XUV500 W8 2WD,2014,850000,60000,Diesel,Individual,Manual,First Owner,15,2179,140,7,11,14.166666666666666
2965,Hyundai EON Era Plus,2013,200000,60000,Petrol,Individual,Manual,Second Owner,21,814,55,5,12,3.3333333333333335
2966,Skoda Fabia 1.4 TDI Ambiente,2008,140000,150000,Diesel,Individual,Manual,Third Owner,19,1422,70,5,17,0.9333333333333333
2967,Hyundai Verna 1.6 VTVT AT SX,2016,800000,80000,Petrol,Individual,Automatic,Second Owner,17,1591,121,5,9,10.0
2968,Maruti Alto K10 2010-2014 VXI,2013,250000,35000,Petrol,Individual,Manual,First Owner,20,998,67,5,12,7.142857142857143
2969,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2017,800000,44500,Diesel,Individual,Manual,First Owner,25,1248,88,5,8,17.97752808988764
2970,Maruti Ciaz ZDi Plus,2015,600000,60000,Diesel,Individual,Manual,Third Owner,26,1248,88,5,10,10.0
2971,Renault Fluence Diesel E4,2012,250000,120000,Diesel,Individual,Manual,Third Owner,21,1461,78,5,13,2.0833333333333335
2972,Honda Amaze S i-DTEC,2016,500000,80000,Diesel,Individual,Manual,Second Owner,25,1498,98,5,9,6.25
2973,Maruti Gypsy King Soft Top MPI BSIV,2019,750000,9900,Petrol,Individual,Manual,First Owner,11,1298,80,8,6,75.75757575757575
2974,Maruti Swift ZDi,2014,650000,68000,Diesel,Individual,Manual,First Owner,22,1248,74,5,11,9.558823529411764
2975,Toyota Etios Liva G,2012,350000,40000,Petrol,Individual,Manual,Third Owner,19,1430,87,5,13,8.75
2976,Honda BRV i-DTEC V MT,2016,950000,60000,Diesel,Individual,Manual,First Owner,21,1498,98,7,9,15.833333333333334
2977,Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2015,580000,110000,Diesel,Individual,Manual,Second Owner,13,2499,72,10,10,5.2727272727272725
2978,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019,640000,10000,Petrol,Individual,Manual,First Owner,18,1197,81,5,6,64.0
2979,Mahindra Scorpio VLX 2WD AT BSIII,2014,800000,80000,Diesel,Individual,Automatic,First Owner,11,2179,120,8,11,10.0
2980,Maruti A-Star Vxi,2011,347000,30000,Petrol,Individual,Manual,First Owner,19,998,66,5,14,11.566666666666666
2981,Mahindra XUV500 W8 2WD,2014,1000000,120000,Diesel,Individual,Manual,Third Owner,15,2179,140,7,11,8.333333333333334
2982,Hyundai EON Sportz,2016,300000,35000,Petrol,Individual,Manual,First Owner,21,814,55,5,9,8.571428571428571
2983,Tata Tigor 1.2 Revotron XZ,2017,493000,40000,Petrol,Individual,Manual,First Owner,20,1199,84,5,8,12.325
2984,Hyundai Grand i10 Magna,2014,370000,60000,Petrol,Individual,Manual,First Owner,18,1197,82,5,11,6.166666666666667
2985,Maruti Swift Dzire ZDi,2008,250000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19,1248,73,5,17,2.7777777777777777
2986,Datsun RediGO 1.0 T Option,2017,300000,20000,Petrol,Individual,Manual,First Owner,22,999,67,5,8,15.0
2987,Renault KWID Climber 1.0 AMT,2017,450000,40000,Petrol,Individual,Automatic,First Owner,24,999,67,5,8,11.25
2988,Ford Figo Diesel Titanium,2010,185000,124316,Diesel,Dealer,Manual,Second Owner,20,1399,68,5,15,1.4881431191479777
2989,Mahindra XUV300 W8 Option Dual Tone Diesel BSIV,2019,1225000,6544,Diesel,Individual,Manual,First Owner,20,1497,115,5,6,187.19437652811735
